backend,operation,pk,n,geometry,samples,wall_p50_ns,wall_p95_ns,cpu_p50_ns,cpu_p95_ns,rss_max_kb,read_objects_p50,read_bytes_p50,writes_p50,write_bytes_p50,object_bytes_p50,settled_bytes_p50
model,missing_point,uuid,100000,crit_bit,20,37860,55839,38000,56000,646628,18,3397,0,0,37549580,0
model,mutate_1pct,composite,1000,c2_slotted,20,988025,1016764,988000,1017000,17468,13,16123,13,16123,117006,0
model,mutate_1pct,composite,1000,crit_bit,20,1156835,1188834,1157000,1188000,19904,79,17234,79,17234,423215,0
model,mutate_1pct,composite,10000,c2_slotted,20,9663901,10123359,9664000,10123000,52152,128,168180,128,168177,1145865,0
model,mutate_1pct,composite,10000,crit_bit,20,11845020,12095748,11845000,12093000,79324,793,170577,793,170583,4233705,0
model,mutate_1pct,composite,50000,c2_slotted,20,48803925,50974904,48787000,50977000,205644,645,843653,645,843645,5734250,0
model,mutate_1pct,composite,100000,c2_slotted,20,100404136,104358845,100387000,104337000,393272,1286,1681574,1286,1681570,11468703,0
model,mutate_1pct,integer,1000,c2_slotted,20,850826,881265,851000,881000,17380,12,14005,12,13973,94509,0
model,mutate_1pct,integer,1000,crit_bit,20,929385,985914,929000,986000,19688,69,9897,69,9897,326138,0
model,mutate_1pct,integer,10000,c2_slotted,20,8654007,8763166,8654000,8751000,49424,114,138507,114,138431,942067,0
model,mutate_1pct,integer,10000,crit_bit,20,11120945,11728900,11121000,11728000,75108,775,110668,775,110670,3268218,0
model,mutate_1pct,integer,50000,c2_slotted,20,43488022,46297957,43463000,46298000,190588,572,689657,572,689542,4704546,0
model,mutate_1pct,integer,50000,crit_bit,20,56791444,57874128,56770000,57856000,320908,3910,558063,3910,558068,16344393,0
model,mutate_1pct,integer,100000,c2_slotted,20,88335496,90545994,88316000,90531000,367028,1138,1379872,1138,1379757,9415218,0
model,mutate_1pct,integer,100000,crit_bit,20,115368339,118267031,115368000,118196000,628392,7797,1120614,7797,1120607,32858942,0
model,mutate_1pct,text,1000,c2_slotted,20,964865,1011655,964000,1003000,17256,14,15020,14,15020,97616,0
model,mutate_1pct,text,1000,crit_bit,20,1020954,1060944,1021000,1061000,19772,75,11330,75,11330,340064,0
model,mutate_1pct,text,10000,c2_slotted,20,9300373,10188538,9301000,10189000,49976,120,132521,120,132531,970795,0
model,mutate_1pct,text,10000,crit_bit,20,12032349,12349318,12032000,12350000,75708,833,126134,833,126133,3422336,0
model,mutate_1pct,text,50000,c2_slotted,20,47349693,49164073,47317000,49165000,194964,597,669439,597,669466,4852672,0
model,mutate_1pct,text,50000,crit_bit,20,60563714,63317919,60544000,63319000,325220,4132,629786,4132,629790,17202619,0
model,mutate_1pct,text,100000,c2_slotted,20,93464670,96395735,93426000,96386000,371520,1202,1341432,1202,1341492,9702183,0
model,mutate_1pct,text,100000,crit_bit,20,123129927,129732623,123113000,129687000,636440,8223,1254599,8223,1254602,34427669,0
model,mutate_1pct,uuid,1000,c2_slotted,20,985154,1268494,986000,1271000,16940,13,15956,13,15958,112222,0
model,mutate_1pct,uuid,1000,crit_bit,20,832266,861026,832000,861000,19624,75,13940,75,13940,376033,0
model,mutate_1pct,uuid,10000,c2_slotted,20,9290894,9769411,9291000,9749000,49692,117,160287,117,160273,1113166,0
model,mutate_1pct,uuid,10000,crit_bit,20,9445523,10609756,9446000,10611000,76668,792,147844,792,147845,3760754,0
model,mutate_1pct,uuid,50000,c2_slotted,20,45850909,46839504,45850000,46841000,193076,586,824195,586,824102,5547249,0
model,mutate_1pct,uuid,50000,crit_bit,20,49392310,51608969,49392000,51579000,329648,4030,750353,4030,750356,18786828,0
model,mutate_1pct,uuid,100000,c2_slotted,20,95667180,102154046,95636000,102116000,373004,1190,1657964,1190,1657875,11101073,0
model,mutate_1pct,uuid,100000,crit_bit,20,101454976,109129468,101434000,109089000,646628,8111,1509944,8111,1509940,37549576,0
model,point,composite,1000,c2_slotted,20,28950,36200,29000,36000,17468,3,4059,0,0,117006,0
model,point,composite,1000,crit_bit,20,43219,50700,42000,50000,19904,13,2877,0,0,423215,0
model,point,composite,10000,c2_slotted,20,61900,77649,60000,75000,52152,4,5348,0,0,1145868,0
model,point,composite,10000,crit_bit,20,62680,71260,62000,69000,79324,14,3081,0,0,4233699,0
model,point,composite,50000,c2_slotted,20,95590,133860,94000,132000,205644,4,5385,0,0,5734258,0
model,point,composite,100000,c2_slotted,20,124519,147809,123000,145000,393272,4,5612,0,0,11468707,0
model,point,integer,1000,c2_slotted,20,20530,26300,21000,27000,17380,3,3135,0,0,94541,0
model,point,integer,1000,crit_bit,20,31640,36889,31000,37000,19688,11,1550,0,0,326138,0
model,point,integer,10000,c2_slotted,20,42750,51679,41000,51000,49424,3,3305,0,0,942143,0
model,point,integer,10000,crit_bit,20,64710,97739,64000,96000,75108,15,2102,0,0,3268216,0
model,point,integer,50000,c2_slotted,20,108470,128769,107000,127000,190588,4,5865,0,0,4704661,0
model,point,integer,50000,crit_bit,20,99269,117099,97000,115000,320908,17,2381,0,0,16344388,0
model,point,integer,100000,c2_slotted,20,141909,171829,140000,160000,367028,4,5333,0,0,9415333,0
model,point,integer,100000,crit_bit,20,119820,129769,115000,127000,628392,18,2522,0,0,32858949,0
model,point,text,1000,c2_slotted,20,21560,22580,22000,23000,17256,3,2441,0,0,97616,0
model,point,text,1000,crit_bit,20,35800,43750,36000,43000,19772,13,1927,0,0,340064,0
model,point,text,10000,c2_slotted,20,59079,67901,58000,67000,49976,3,3468,0,0,970785,0
model,point,text,10000,crit_bit,20,72959,81430,72000,81000,75708,17,2535,0,0,3422337,0
model,point,text,50000,c2_slotted,20,104789,142419,102000,139000,194964,4,4132,0,0,4852645,0
model,point,text,50000,crit_bit,20,107119,126169,105000,124000,325220,20,2990,0,0,17202615,0
model,point,text,100000,c2_slotted,20,123849,152959,122000,151000,371520,4,4511,0,0,9702123,0
model,point,text,100000,crit_bit,20,128149,138440,126000,136000,636440,21,3142,0,0,34427666,0
model,point,uuid,1000,c2_slotted,20,28250,43121,28000,43000,16940,3,3209,0,0,112220,0
model,point,uuid,1000,crit_bit,20,18440,20880,18000,21000,19624,11,2069,0,0,376033,0
model,point,uuid,10000,c2_slotted,20,43950,51370,42000,51000,49692,3,4474,0,0,1113180,0
model,point,uuid,10000,crit_bit,20,40570,56450,40000,55000,76668,15,2827,0,0,3760753,0
model,point,uuid,50000,c2_slotted,20,90910,101320,89000,99000,193076,4,5517,0,0,5547342,0
model,point,uuid,50000,crit_bit,20,88661,101189,86000,98000,329648,16,3017,0,0,18786825,0
model,point,uuid,100000,c2_slotted,20,124749,151849,123000,149000,373004,4,6892,0,0,11101162,0
model,point,uuid,100000,crit_bit,20,99639,128599,98000,126000,646628,18,3376,0,0,37549580,0
model,range_100,composite,1000,c2_slotted,20,89370,104189,90000,104000,17468,13,15148,0,0,117006,0
model,range_100,composite,1000,crit_bit,20,485327,517487,486000,518000,19904,213,45219,0,0,423215,0
model,range_100,composite,10000,c2_slotted,20,96749,105970,97000,106000,52152,12,14293,0,0,1145868,0
model,range_100,composite,10000,crit_bit,20,539687,552947,540000,553000,79324,214,45448,0,0,4233699,0
model,range_100,composite,50000,c2_slotted,20,126609,133789,127000,134000,205644,16,17500,0,0,5734258,0
model,range_100,composite,100000,c2_slotted,20,146619,171279,147000,171000,393272,15,18522,0,0,11468707,0
model,range_100,integer,1000,c2_slotted,20,76860,85091,77000,85000,17380,12,12493,0,0,94541,0
model,range_100,integer,1000,crit_bit,20,464687,476847,465000,477000,19688,210,34035,0,0,326138,0
model,range_100,integer,10000,c2_slotted,20,83199,92140,83000,92000,49424,11,12510,0,0,942143,0
model,range_100,integer,10000,crit_bit,20,519387,552077,519000,552000,75108,212,34332,0,0,3268216,0
model,range_100,integer,50000,c2_slotted,20,99589,107409,100000,108000,190588,13,13503,0,0,4704661,0
model,range_100,integer,50000,crit_bit,20,552217,585227,552000,586000,320908,212,34335,0,0,16344388,0
model,range_100,integer,100000,c2_slotted,20,121649,136379,122000,136000,367028,12,14508,0,0,9415333,0
model,range_100,integer,100000,crit_bit,20,643237,696087,643000,696000,628392,217,35009,0,0,32858949,0
model,range_100,text,1000,c2_slotted,20,85349,92310,86000,92000,17256,14,12806,0,0,97616,0
model,range_100,text,1000,crit_bit,20,474719,530768,473000,531000,19772,213,35905,0,0,340064,0
model,range_100,text,10000,c2_slotted,20,101530,122290,101000,122000,49976,11,13353,0,0,970785,0
model,range_100,text,10000,crit_bit,20,522087,545467,523000,546000,75708,217,36727,0,0,3422337,0
model,range_100,text,50000,c2_slotted,20,136500,181920,138000,182000,194964,14,13646,0,0,4852645,0
model,range_100,text,50000,crit_bit,20,576797,642186,577000,642000,325220,217,36946,0,0,17202615,0
model,range_100,text,100000,c2_slotted,20,124029,147319,124000,147000,371520,13,13442,0,0,9702123,0
model,range_100,text,100000,crit_bit,20,664607,743137,665000,743000,636440,221,37525,0,0,34427666,0
model,range_100,uuid,1000,c2_slotted,20,79490,90210,80000,90000,16940,11,13980,0,0,112220,0
model,range_100,uuid,1000,crit_bit,20,393797,413798,394000,414000,19624,208,39112,0,0,376033,0
model,range_100,uuid,10000,c2_slotted,20,97619,105889,98000,106000,49692,14,16053,0,0,1113180,0
model,range_100,uuid,10000,crit_bit,20,453417,478617,454000,479000,76668,212,39874,0,0,3760753,0
model,range_100,uuid,50000,c2_slotted,20,107379,118309,107000,118000,193076,13,16928,0,0,5547342,0
model,range_100,uuid,50000,crit_bit,20,498828,546627,499000,547000,329648,216,40553,0,0,18786825,0
model,range_100,uuid,100000,c2_slotted,20,120089,134260,120000,135000,373004,14,17217,0,0,11101162,0
model,range_100,uuid,100000,crit_bit,20,546398,647676,546000,647000,646628,218,40945,0,0,37549580,0
model,update_one,composite,1000,c2_slotted,20,371618,405468,372000,405000,17468,3,4059,3,4059,117006,0
model,update_one,composite,1000,crit_bit,20,214088,239029,214000,239000,19904,13,2877,13,2877,423215,0
model,update_one,composite,10000,c2_slotted,20,642487,698606,642000,699000,52152,4,5348,4,5348,1145868,0
model,update_one,composite,10000,crit_bit,20,285019,314638,285000,313000,79324,14,3081,14,3081,4233699,0
model,update_one,composite,50000,c2_slotted,20,696666,778456,695000,745000,205644,4,5385,4,5385,5734258,0
model,update_one,composite,100000,c2_slotted,20,830046,867795,828000,866000,393272,4,5612,4,5612,11468707,0
model,update_one,integer,1000,c2_slotted,20,397088,520137,397000,521000,17380,3,3135,3,3135,94541,0
model,update_one,integer,1000,crit_bit,20,165569,206869,165000,206000,19688,11,1550,11,1550,326138,0
model,update_one,integer,10000,c2_slotted,20,519997,552398,520000,552000,49424,3,3305,3,3305,942143,0
model,update_one,integer,10000,crit_bit,20,293669,323788,293000,323000,75108,15,2102,15,2102,3268216,0
model,update_one,integer,50000,c2_slotted,20,1094085,1129885,1093000,1128000,190588,4,5865,4,5865,4704661,0
model,update_one,integer,50000,crit_bit,20,350969,375949,349000,374000,320908,17,2381,17,2381,16344388,0
model,update_one,integer,100000,c2_slotted,20,1100804,1126264,1098000,1124000,367028,4,5333,4,5333,9415333,0
model,update_one,integer,100000,crit_bit,20,394548,425748,392000,424000,628392,18,2522,18,2522,32858949,0
model,update_one,text,1000,c2_slotted,20,285687,302119,286000,302000,17256,3,2441,3,2441,97616,0
model,update_one,text,1000,crit_bit,20,192840,216999,193000,217000,19772,13,1927,13,1927,340064,0
model,update_one,text,10000,c2_slotted,20,544217,603246,542000,603000,49976,3,3468,3,3468,970785,0
model,update_one,text,10000,crit_bit,20,321599,348478,320000,349000,75708,17,2535,17,2535,3422337,0
model,update_one,text,50000,c2_slotted,20,778806,860326,777000,858000,194964,4,4132,4,4132,4852645,0
model,update_one,text,50000,crit_bit,20,409727,437618,408000,435000,325220,20,2990,20,2990,17202615,0
model,update_one,text,100000,c2_slotted,20,810756,863815,809000,863000,371520,4,4511,4,4511,9702123,0
model,update_one,text,100000,crit_bit,20,461367,502167,460000,501000,636440,21,3142,21,3142,34427666,0
model,update_one,uuid,1000,c2_slotted,20,336789,417108,337000,418000,16940,3,3209,3,3209,112220,0
model,update_one,uuid,1000,crit_bit,20,122030,136090,122000,136000,19624,11,2069,11,2069,376033,0
model,update_one,uuid,10000,c2_slotted,20,522707,582987,522000,581000,49692,3,4474,3,4474,1113180,0
model,update_one,uuid,10000,crit_bit,20,230638,277588,230000,277000,76668,15,2827,15,2827,3760753,0
model,update_one,uuid,50000,c2_slotted,20,739507,884875,738000,883000,193076,4,5517,4,5517,5547342,0
model,update_one,uuid,50000,crit_bit,20,286398,316669,284000,316000,329648,16,3017,16,3017,18786825,0
model,update_one,uuid,100000,c2_slotted,20,977065,1007365,973000,1006000,373004,4,6892,4,6892,11101162,0
model,update_one,uuid,100000,crit_bit,20,332558,374868,331000,373000,646628,18,3376,18,3376,37549580,0
# oltp_wall_geomean_ratio=1.007607 delta_percent=0.761 cells=56
# vcs_wall_geomean_ratio=0.326987 delta_percent=-67.301 cells=42
