# started on Wed Sep 16 17:47:16 2026

651555767;;cycles:u;118420984;100.00;;
683188075;;instructions:u;118420984;100.00;1.05;insn per cycle
118420984;;task-clock;118420984;100.00;0.008;CPUs utilized
