# started on Wed Sep 16 17:48:39 2026

684437432;;cycles:u;124598325;100.00;;
685614517;;instructions:u;124598325;100.00;1.00;insn per cycle
124598325;;task-clock;124598325;100.00;0.008;CPUs utilized
