# started on Wed Sep 16 17:49:44 2026

666394516;;cycles:u;121414310;100.00;;
678097271;;instructions:u;121414310;100.00;1.02;insn per cycle
121414310;;task-clock;121414310;100.00;0.061;CPUs utilized
