# started on Wed Sep 16 17:46:24 2026

649626160;;cycles:u;149475669;100.00;;
675569313;;instructions:u;149475669;100.00;1.04;insn per cycle
149475669;;task-clock;149475669;100.00;0.098;CPUs utilized
