# started on Wed Sep 16 17:43:37 2026

648529447;;cycles:u;117174415;100.00;;
685649569;;instructions:u;117174415;100.00;1.06;insn per cycle
117174415;;task-clock;117174415;100.00;0.008;CPUs utilized
